Bill number,Supplier,Transaction date,Due date,Supplier invoice number,Amounts are,Item,Description,Account No.,No. of Unit,Unit Price,Discount %,Amount ($),Tax code,Tax amount ($),Job No.,Job name
ADG3195249,C & L Kertland Pty Ltd,########,########,ADG3195249,Tax exclusive,,4 Tristans way,5-1445,1,"1,790.91",,"1,790.91",GST,179.09,,
1306081,Ozroll Pty Ltd,########,########,1306081,Tax exclusive,,,5-1445,1,928.38,,928.38,GST,92.84,,
1306043,Ozroll Pty Ltd,########,########,1306043,Tax exclusive,,,5-1445,1,21,,21,GST,2.1,,
36752,FBHS (Aust) Pty Ltd,########,########,36752,Tax exclusive,,Mitchell Heron,5-1439,1,179.05,,179.05,GST,17.91,,
36336,FBHS (Aust) Pty Ltd,########,########,36336,Tax exclusive,,Richard Speck,5-1439,1,445.48,,445.48,GST,44.55,,
6359213,Bremick Fasteners,########,########,6359213,Tax exclusive,,,5-1445,1,767.53,,767.53,GST,76.75,,
6359306,Bremick Fasteners,########,########,6359306,Tax exclusive,,,5-1445,1,309.85,,309.85,GST,30.98,,
20249095,Rapid Building Approval,########,########,20249095,Tax exclusive,,Lot 17 (7) Caringa street,5-1439,1,722.73,,722.73,GST,72.27,,
20249096,Rapid Building Approval,########,########,20249096,Tax exclusive,,Lot 22 (22) Perwinkle cct,5-1439,1,722.73,,722.73,GST,72.27,,
260,Mark Holstein Concreting,########,########,260,Tax exclusive,,1 Bloodwood court,5-1445,1,"4,909.09",,"4,909.09",GST,490.91,,
27.05.24,Nanas Animal Rescue Inc,########,########,27.05.24,Tax exclusive,,May donation,6-1489,1,750,,750,N-T,0,,
4143,Trai's Gardening & Lawn Maintenance,########,########,4143,Tax exclusive,,Gardens,6-1507,1,181.82,,181.82,GST,18.18,,
10006,Jeff Laurie Concreting,########,########,10006,Tax exclusive,,16 Porpita cct,5-1445,1,"29,863.64",,"29,863.64",GST,"2,986.36",,
27.05.24,National Tiles,########,########,27.05.24,Tax exclusive,,Statement dated 27.05.2024,5-1445,1,"13,789.90",,"13,789.90",GST,"1,378.99",,
77,William Howard,########,########,77,Tax exclusive,,Vinyl Plank Installation,5-1445,1,"3,735.29",,"3,735.29",N-T,0,,
19-50667,A N White,########,########,19-50667,Tax exclusive,,Flooring installation,5-1445,1,"2,477.24",,"2,477.24",N-T,0,,
240515,All Aussie Lawns & Maintenance,########,########,240515,Tax exclusive,,231 Maryborough Hervey Bay Road,6-1507,1,200,,200,N-T,0,,
1982,Superior Timber Floors QLD,########,########,1982,Tax exclusive,,Flooring install,5-1445,1,"2,663.10",,"2,663.10",GST,266.31,,
1978,Superior Timber Floors QLD,########,########,1978,Tax exclusive,,Flooring install,5-1445,1,"1,560.64",,"1,560.64",GST,156.06,,
1979,Superior Timber Floors QLD,########,########,1979,Tax exclusive,,Flooring install,5-1445,1,"1,459.93",,"1,459.93",GST,145.99,,
1980,Superior Timber Floors QLD,########,########,1980,Tax exclusive,,Flooring install,5-1445,1,"1,208.25",,"1,208.25",GST,120.82,,
1981,Superior Timber Floors QLD,########,########,1981,Tax exclusive,,Flooring install,5-1445,1,"2,013.76",,"2,013.76",GST,201.38,,
240545,All Aussie Lawns & Maintenance,########,########,240545,Tax exclusive,,231 Maryborough Hervey Bay Road,6-1507,1,200,,200,N-T,0,,
S59639,Show Off Home Improvements,########,########,S59639,Tax exclusive,,Supply only 12 x Flame retardant brush seals,5-1445,1,"1,527.27",,"1,527.27",GST,152.73,,
25-501050,Nick Burke,########,########,25-501050,Tax exclusive,,,5-1445,1,"1,010.90",,"1,010.90",GST,101.09,,
92,The France Family Trust,########,########,92,Tax exclusive,,Flooring Installations,5-1442,1,"1,043.77",,"1,043.77",N-T,0,,
1826-50592,The Flooring Co,########,########,1826-50592,Tax exclusive,,Flooring installation,5-1442,1,"2,923.66",,"2,923.66",GST,292.37,,
2604,Briggs Clarken,########,########,2604,Tax exclusive,,Installations,5-1442,1,"4,513.56",,"4,513.56",GST,451.36,,
2605,Briggs Clarken,########,########,2605,Tax exclusive,,Installations,5-1442,1,"4,592.95",,"4,592.95",GST,459.29,,
1122,DB Schulz,########,########,1122,Tax exclusive,,,5-1442,1,648.57,,648.57,GST,64.86,,
607,FloorBoss,########,########,607,Tax exclusive,,Flooring Installations,5-1442,1,"2,468.13",,"2,468.13",GST,246.81,,
1560,SEQ Floor Stripping,########,########,1560,Tax exclusive,,Floor installation,5-1442,1,"1,540.00",,"1,540.00",N-T,0,,
87651,Advance Metal Industries Aust.,########,########,87651,Tax exclusive,,,5-1445,1,814.81,,814.81,GST,81.48,,
CAR24/0191,FCRC,########,########,CAR24/0191,Tax exclusive,,,5-1439,1,480,,480,GST,48,,
CAR24/0190,FCRC,########,########,CAR24/0190,Tax exclusive,,,5-1439,1,480,,480,GST,48,,
6370446,Bremick Fasteners,########,########,6370446,Tax exclusive,,,5-1445,1,385.92,,385.92,GST,38.59,,
6362992,Bremick Fasteners,########,########,6362992,Tax exclusive,,,5-1445,1,552.64,,552.64,GST,55.26,,
6361723,Bremick Fasteners,########,########,6361723,Tax exclusive,,,5-1445,1,98.32,,98.32,GST,9.83,,
6361722,Bremick Fasteners,########,########,6361722,Tax exclusive,,,5-1445,1,"1,350.81",,"1,350.81",GST,135.08,,
6359532,Bremick Fasteners,########,########,6359532,Tax exclusive,,,5-1445,1,952.03,,952.03,GST,95.2,,
6363823,Bremick Fasteners,########,########,6363823,Tax exclusive,,,5-1445,1,384.62,,384.62,GST,38.46,,
100038,FBHS (Aust) Pty Ltd,########,########,100038,Tax exclusive,,Ben Metcalfe,5-1439,1,375.82,,375.82,GST,37.58,,
100035,FBHS (Aust) Pty Ltd,########,########,100035,Tax exclusive,,Ben Metcalfe,5-1439,1,375.82,,375.82,GST,37.58,,
930,Fraser Coast Shed Builders Pty Ltd,########,########,930,Tax exclusive,,Don Fell,5-1445,1,"4,545.45",,"4,545.45",GST,454.55,,
R24373,Coast Wide Certification,########,########,R24373,Tax exclusive,,2 Vicotr drive,5-1439,1,777.27,,777.27,GST,77.73,,
77,Del's Plumbing,########,########,77,Tax exclusive,,,5-1445,1,383.75,,383.75,GST,38.38,,
10624,A.T. Concreting,########,########,10624,Tax exclusive,,8-10 East street,5-1445,1,"3,436.36",,"3,436.36",GST,343.64,,
261,Mark Holstein Concreting,########,########,261,Tax exclusive,,4 Manfred way,5-1445,1,"4,363.64",,"4,363.64",GST,436.36,,
1154807,Paul Wignall,########,########,1154807,Tax exclusive,,32 Ann street,5-1445,1,"4,415.00",,"4,415.00",N-T,0,,
45,Hervey Bay Concreting,########,########,45,Tax exclusive,,3 Hillrise court,5-1445,1,"3,750.00",,"3,750.00",GST,375,,
2408,Kirkland Homes Pty Ltd,########,########,2408,Tax exclusive,,Patio Installations,5-1445,1,"1,876.36",,"1,876.36",GST,187.64,,
40,Robert Spoltaric,########,########,40,Tax exclusive,,Flooring installation,5-1445,1,"1,413.14",,"1,413.14",N-T,0,,
24047,River Heads Flooring,########,########,24047,Tax exclusive,,Flooring installation,5-1445,1,"7,523.12",,"7,523.12",GST,752.31,,
4163,GCR Electrical,########,########,4163,Tax exclusive,,Fitout and rewire of demountables. Includes 2 x split system air conditioners.,6-1998,1,"13,642.74",,"13,642.74",GST,"1,364.27",,
H32165,Wide Bay Crane Hire,########,########,H32165,Tax exclusive,,Move 2 x Demountables into place,6-1998,1,274,,274,GST,27.4,,
391296,Queensland Transport,########,########,391296,Tax exclusive,,Rego,6-1846,1,810.05,,810.05,GST,81,,
391297,Queensland Transport,########,########,391297,Tax exclusive,,Rego,6-1794,1,768.77,,768.77,GST,76.88,,
391298,Queensland Transport,########,########,391298,Tax exclusive,,Rego,6-1798,1,768.77,,768.77,GST,76.88,,
391299,Queensland Transport,########,########,391299,Tax exclusive,,Rego,6-1862,1,810.05,,810.05,GST,81,,
391300,Ergon Energy,########,########,391300,Tax exclusive,,,6-1495,1,254.09,,254.09,GST,25.41,,
51,C & L Kertland Pty Ltd,########,########,51,Tax exclusive,,3 Queben court,5-1445,1,"2,181.82",,"2,181.82",GST,218.18,,
391377,Services Australia,########,########,391377,Tax exclusive,,Rod Hamilton - May,2-2100,1,735.02,,735.02,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Kyle Aitcheson,2-1383,1,649.06,,649.06,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Craig Bastin - $600 Salary Sacrifice,2-1383,1,"1,256.16",,"1,256.16",N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Lisa Bayliss,2-1383,1,512.8,,512.8,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Collin Behrendorff,2-1383,1,911.24,,911.24,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Shane Blackburn,2-1383,1,342.47,,342.47,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Ethan Borsboom,2-1383,1,437.43,,437.43,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Dillan Cash,2-1383,1,467.07,,467.07,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Shane Chapman,2-1383,1,518.32,,518.32,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Luke Cleaver,2-1383,1,655.9,,655.9,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Jeffrey Covill,2-1383,1,692.28,,692.28,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Jillian Cowley,2-1383,1,592.38,,592.38,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Garth Cremor,2-1383,1,576.34,,576.34,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Darrin Defty,2-1383,1,487.27,,487.27,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Marie Defty,2-1383,1,634.52,,634.52,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Matthew Duffy,2-1383,1,471.86,,471.86,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Roland Edwards,2-1383,1,504.28,,504.28,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Brent Firth-Meldrum,2-1383,1,578.95,,578.95,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Benjamin Fox,2-1383,1,592.22,,592.22,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Stephen Frewen-Lord,2-1383,1,528.68,,528.68,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Graham Gensch,2-1383,1,700.65,,700.65,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Bradley Gillard,2-1383,1,667.37,,667.37,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Rod Hamilton,2-1383,1,882.37,,882.37,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Megan Hill -,2-1383,1,592.22,,592.22,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Sam Hill -,2-1383,1,"1,269.22",,"1,269.22",N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Stephen Hill,2-1383,1,330,,330,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Clint Isambert,2-1383,1,558.83,,558.83,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Rodney Kelly,2-1383,1,522.76,,522.76,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Gerard Keygan - $200 Salary Sacrifice,2-1383,1,818.97,,818.97,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Janet Kolasa,2-1383,1,607.1,,607.1,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Aaron Krohn,2-1383,1,820.12,,820.12,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Taviria Kura (Tom),2-1383,1,432.77,,432.77,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Moyle Manu,2-1383,1,654.45,,654.45,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Peter McMaster,2-1383,1,720.62,,720.62,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Daniel Meldrum,2-1383,1,768.26,,768.26,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Chris Merrison,2-1383,1,677.16,,677.16,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Jayden Pobke,2-1383,1,518.32,,518.32,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Ben Redzimski,2-1383,1,930.64,,930.64,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Erin Rogers,2-1383,1,416.97,,416.97,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Shane Roka,2-1383,1,520.45,,520.45,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Shane Shovelling,2-1383,1,499.24,,499.24,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Andrew Terry,2-1383,1,411.42,,411.42,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,George Tziarkas - $1000 Salary Sacrifice,2-1383,1,"1,865.57",,"1,865.57",N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Aaron Williams,2-1383,1,551.76,,551.76,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Mark Williams - $1050 Salary Sacrifice,2-1383,1,"1,681.88",,"1,681.88",N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Jacob Wilson,2-1383,1,482.01,,482.01,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Jaxon Woods,2-1383,1,374.86,,374.86,N-T,0,,
391391,Australian Super,########,########,391391,Tax exclusive,,Adam Young,2-1383,1,721.44,,721.44,N-T,0,,
IN908070,Queensland Computers,########,########,IN908070,Tax exclusive,,Ticket 28768 No wifi no phonea,5-1445,1,450,,450,GST,45,,
1010-50101,Touching Hearts Animal Rescue,########,########,1010-50101,Tax exclusive,,,6-1489,1,"1,500.00",,"1,500.00",FRE,0,,
20249162,Rapid Building Approval,########,########,20249162,Tax exclusive,,Lot 151 (8) Bowie ave,5-1439,1,722.73,,722.73,GST,72.27,,
R24377,Coast Wide Certification,########,########,R24377,Tax exclusive,,14 Plover st,5-1439,1,863.64,,863.64,GST,86.36,,
262,Mark Holstein Concreting,########,########,262,Tax exclusive,,1 Hoberg court,5-1445,1,"6,545.45",,"6,545.45",GST,654.55,,
6372569,Bremick Fasteners,########,########,6372569,Tax exclusive,,,5-1445,1,552.74,,552.74,GST,55.27,,
391423,Dundowran Engineering +,########,########,391423,Tax exclusive,,May Statement,5-1445,1,"6,172.02",,"6,172.02",GST,617.2,,
6365503,Bremick Fasteners,########,########,6365503,Tax exclusive,,,5-1445,1,185.49,,185.49,GST,18.55,,
6364706,Bremick Fasteners,########,########,6364706,Tax exclusive,,,5-1445,1,98.23,,98.23,GST,9.82,,
6364146,Bremick Fasteners,########,########,6364146,Tax exclusive,,,5-1445,1,385.57,,385.57,GST,38.56,,
6364003,Bremick Fasteners,########,########,6364003,Tax exclusive,,,5-1445,1,157.17,,157.17,GST,15.72,,
89914,Advance Metal Industries Aust.,########,########,89914,Tax exclusive,,,5-1445,1,"2,026.23",,"2,026.23",GST,202.62,,
89902,Advance Metal Industries Aust.,########,########,89902,Tax exclusive,,,5-1445,1,265.15,,265.15,GST,26.52,,
89898,Advance Metal Industries Aust.,########,########,89898,Tax exclusive,,,5-1445,1,265.15,,265.15,GST,26.52,,
89862,Advance Metal Industries Aust.,########,########,89862,Tax exclusive,,,5-1445,1,"2,543.59",,"2,543.59",GST,254.36,,
89843,Advance Metal Industries Aust.,########,########,89843,Tax exclusive,,,5-1445,1,265.15,,265.15,GST,26.52,,
89841,Advance Metal Industries Aust.,########,########,89841,Tax exclusive,,,5-1445,1,530.3,,530.3,GST,53.03,,
100037,FBHS (Aust) Pty Ltd,########,########,100037,Tax exclusive,,Ben Metcalfe,5-1439,1,305.44,,305.44,GST,30.54,,
52,C & L Kertland Pty Ltd,########,########,52,Tax exclusive,,Russell Shipp,5-1445,1,"1,772.73",,"1,772.73",GST,177.27,,
10838,Admired Flooring,########,########,10838,Tax exclusive,,Flooring installation,5-1445,1,"2,328.95",,"2,328.95",GST,232.9,,
1139-50225,A & I Transport,########,########,1139-50225,Tax exclusive,,Tile delivery,5-1438,1,"1,700.00",,"1,700.00",GST,170,,
25048,Rob Nissen's Flooringcovering Centre,########,########,25048,Tax exclusive,,Repair damaged timber floor,5-1445,1,308,,308,GST,30.8,,
237177,Bob's Tyre Centre,########,########,237177,Tax exclusive,,Replacement tyres,6-1668,1,"1,398.18",,"1,398.18",GST,139.82,,
237172,Bob's Tyre Centre,########,########,237172,Tax exclusive,,Replacement tyres,6-1772,1,"1,050.00",,"1,050.00",GST,105,,
391534,UHI Investments Pty Ltd,########,########,391534,Tax exclusive,,Shed Commissions May,5-1439,1,"5,682.73",,"5,682.73",GST,568.27,,
391535,BEMEKO Pty Ltd,########,########,391535,Tax exclusive,,May Shed Commissions,5-1439,1,"5,682.73",,"5,682.73",GST,568.27,,
391538,Intex Concepts,########,########,391538,Tax exclusive,,May Statement,5-1445,1,"27,318.83",,"27,318.83",GST,"2,731.88",,
391701,Suntex Pty. Ltd. +,########,########,391701,Tax exclusive,,May Statement,5-1445,1,"43,855.71",,"43,855.71",GST,"4,385.57",,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1821,1,506.35,,506.35,GST,50.63,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1666,1,320.68,,320.68,GST,32.07,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1825,1,480.79,,480.79,GST,48.08,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1829,1,199.53,,199.53,GST,19.95,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1833,1,2.68,,2.68,GST,0.27,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1837,1,288.91,,288.91,GST,28.89,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1841,1,331.86,,331.86,GST,33.19,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1780,1,401.12,,401.12,GST,40.11,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1684,1,112.34,,112.34,GST,11.23,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1717,1,124.65,,124.65,GST,12.47,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1766,1,417.94,,417.94,GST,41.79,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1774,1,65.74,,65.74,GST,6.57,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1758,1,546.01,,546.01,GST,54.6,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1805,1,386.05,,386.05,GST,38.61,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1789,1,369.85,,369.85,GST,36.98,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1845,1,184.8,,184.8,GST,18.48,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1737,1,228.25,,228.25,GST,22.83,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1809,1,323.02,,323.02,GST,32.3,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1857,1,228.26,,228.26,GST,22.83,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1793,1,161.34,,161.34,GST,16.13,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1797,1,470.03,,470.03,GST,47,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1853,1,421.92,,421.92,GST,42.19,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1770,1,241.58,,241.58,GST,24.16,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1785,1,142.04,,142.04,GST,14.2,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1813,1,277.13,,277.13,GST,27.71,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1801,1,145.46,,145.46,GST,14.55,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1817,1,360.9,,360.9,GST,36.09,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1674,1,103.72,,103.72,GST,10.37,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1861,1,435.88,,435.88,GST,43.59,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1865,1,217.62,,217.62,GST,21.76,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1662,1,2.68,,2.68,GST,0.27,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1660,1,386.75,,386.75,GST,38.67,,
391702,BP Aust,########,########,391702,Tax exclusive,,101.85,6-1725,1,554.21,,554.21,GST,55.42,,
391899,Office National,########,########,391899,Tax exclusive,,May statement,6-1966,1,"4,233.01",,"4,233.01",GST,423.3,,
391900,Stramit Building Products,########,########,391900,Tax exclusive,,May statement,5-1445,1,531.84,,531.84,GST,53.18,,
391901,Pacific Wholesale Distributors,########,########,391901,Tax exclusive,,May statement,5-1445,1,"73,196.94",,"73,196.94",GST,"7,319.69",,
391902,Stratco (Qld) Pty. Ltd. +,########,########,391902,Tax exclusive,,May statement,5-1445,1,"97,509.56",,"97,509.56",GST,"9,750.96",,
391903,Stramit (Taurean 24864),########,########,391903,Tax exclusive,,May statement,5-1445,1,########,,########,GST,"30,062.97",,
391904,Bunnings Building Supplies,########,########,391904,Tax exclusive,,May statement,5-1445,1,"4,780.00",,"4,780.00",GST,478,,
391905,BJ Security,########,########,391905,Tax exclusive,,May statement,5-1445,1,"97,622.51",,"97,622.51",GST,"9,762.25",,
391906,Vulcan Steel,########,########,391906,Tax exclusive,,May statement,5-1445,1,749.29,,749.29,GST,74.93,,
391907,Samios Plumbing Supplies,########,########,391907,Tax exclusive,,May statement,5-1445,1,"3,154.26",,"3,154.26",GST,315.43,,
391945,Aluminium Speciaties,########,########,391945,Tax exclusive,,May Statement,5-1445,1,"4,994.92",,"4,994.92",GST,499.49,,
391946,Hervey Bay Pelican Freight,########,########,391946,Tax exclusive,,May Statement,5-1445,1,"10,760.20",,"10,760.20",GST,"1,076.02",,
391947,Handy Hire +,########,########,391947,Tax exclusive,,May Statement,6-1508,1,164,,164,GST,16.4,,
391948,News Corp Australia,########,########,391948,Tax exclusive,,Digital Advertising Blinds & Flooring May Statement,6-1450,1,119.88,,119.88,GST,11.99,,
392029,Bradnams +,########,########,392029,Tax exclusive,,May Statement,5-1445,1,"6,401.98",,"6,401.98",GST,640.2,,
392030,Fraser Coast Bolts,########,########,392030,Tax exclusive,,May Statement,5-1445,1,"4,219.50",,"4,219.50",GST,421.95,,
392292,Byrne Bros +,########,########,392292,Tax exclusive,,May Statement,5-1445,1,"2,053.27",,"2,053.27",GST,205.33,,
392293,Southern Cross Austereo National Tiles,########,########,392293,Tax exclusive,,May Statement,6-1448,1,"1,932.00",,"1,932.00",GST,193.2,,
392294,Southern Cross Austereo,########,########,392294,Tax exclusive,,May Statement,6-1448,1,650,,650,GST,65,,
393311,Dundowran Engineering +,########,########,393311,Tax exclusive,,May Statement,5-1445,1,"1,155.16",,"1,155.16",GST,115.52,,
391378,UHI Investments Pty Ltd,########,########,391378,Tax exclusive,,Dividend June,3-1396,1,"10,000.00",,"10,000.00",N-T,0,,
391379,BEMEKO Pty Ltd,########,########,391379,Tax exclusive,,June Dividend,3-1396,1,"10,000.00",,"10,000.00",N-T,0,,
391380,Stephen Hill,########,########,391380,Tax exclusive,,June Dividend,3-1396,1,"15,000.00",,"15,000.00",N-T,0,,
391381,S & L Hill Super Fund - Macquarie Super,########,########,391381,Tax exclusive,,Rent June,6-1985,1,"6,345.45",,"6,345.45",GST,634.55,,
391381,S & L Hill Super Fund - Macquarie Super,########,########,391381,Tax exclusive,,Rent June,6-1981,1,"15,000.00",,"15,000.00",GST,"1,500.00",,
391382,Lyn Hill,########,########,391382,Tax exclusive,,Dividend June,3-1396,1,"15,000.00",,"15,000.00",N-T,0,,
391383,C & L Kertland Pty Ltd,########,########,391383,Tax exclusive,,Monthly Rebate,5-1445,1,"2,727.27",,"2,727.27",GST,272.73,,
34,Darren Kennedy,########,########,34,Tax exclusive,,Floor Installations,5-1445,1,179.55,,179.55,GST,17.95,,
33,Darren Kennedy,########,########,33,Tax exclusive,,Floor Installations,5-1445,1,782.6,,782.6,GST,78.26,,
2-50722,Gmac Floors,########,########,2-50722,Tax exclusive,,Flooring Installation,5-1445,1,"1,903.70",,"1,903.70",GST,190.37,,
100173382,Charles Galea,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,409.5,,409.5,GST,40.95,,
100173383,Charles Galea,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,720.6,,720.6,GST,72.06,,
100173384,Charles Galea,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,441.6,,441.6,GST,44.16,,
100173385,Charles Galea,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,117.8,,117.8,GST,11.78,,
100173386,Charles Galea,########,########,1.00E+08,Tax exclusive,,Flooring installation,5-1445,1,118.18,,118.18,GST,11.82,,
36558,FBHS (Aust) Pty Ltd,########,########,36558,Tax exclusive,,MP Builds,5-1439,1,308.33,,308.33,GST,30.83,,
36725,FBHS (Aust) Pty Ltd,########,########,36725,Tax exclusive,,Emily Fisher,5-1439,1,442.88,,442.88,GST,44.29,,
36520,FBHS (Aust) Pty Ltd,########,########,36520,Tax exclusive,,Anglena Barker,5-1439,1,179.05,,179.05,GST,17.91,,
36281,FBHS (Aust) Pty Ltd,########,########,36281,Tax exclusive,,Annette Visser,5-1439,1,316.65,,316.65,GST,31.67,,
36193,FBHS (Aust) Pty Ltd,########,########,36193,Tax exclusive,,Micheal Gaugg,5-1439,1,314.62,,314.62,GST,31.46,,
36654,FBHS (Aust) Pty Ltd,########,########,36654,Tax exclusive,,"Alan, Oliver",5-1439,1,443.95,,443.95,GST,44.4,,
36707,FBHS (Aust) Pty Ltd,########,########,36707,Tax exclusive,,Ambrose Construction,5-1439,1,313.86,,313.86,GST,31.39,,
20249214,Rapid Building Approval,########,########,20249214,Tax exclusive,,Lot 68 (12) Lakes blvd,5-1439,1,922.73,,922.73,GST,92.27,,
4528,GCR Electrical,########,########,4528,Tax exclusive,,Electrical works 231 Maryborough Hervey bay road,6-1998,1,178.07,,178.07,GST,17.81,,
1306794,Ozroll Pty Ltd,########,########,1306794,Tax exclusive,,,5-1445,1,"1,008.19",,"1,008.19",GST,100.82,,
391672,Databox Solutions,########,########,391672,Tax exclusive,,,6-2014,1,441.1,,441.1,N-T,0,,
2246,Jack Taylor Data & Communications,########,########,2246,Tax exclusive,,,6-2013,1,763,,763,N-T,0,,
66,Designer Driveways,########,########,66,Tax exclusive,,11 Marcocci STREET,5-1445,1,"3,272.73",,"3,272.73",GST,327.27,,
41,Robert Spoltaric,########,########,41,Tax exclusive,,Flooring installation,5-1445,1,"2,198.62",,"2,198.62",N-T,0,,
239277,Bob's Tyre Centre,########,########,239277,Tax exclusive,,Tyre puncture,6-1658,1,40.91,,40.91,GST,4.09,,
3713,Wide Bay Forklift & Mechanical,########,########,3713,Tax exclusive,,Service Forklift Hervey Bay,6-1991,1,282,,282,GST,28.2,,
86049-1,Watkins Electrical,########,########,86049-1,Tax exclusive,,Supply & Install Plugs to leads,5-1445,1,240.02,,240.02,GST,24,,
105-50160,Fraser Coast Wildlife Sanctuary,########,########,105-50160,Tax exclusive,,Donation,6-1489,1,500,,500,N-T,0,,
